	Aneurysm	Atherosclerosis	Cardiac Dysrhythmia	Cerebrovascular Disease	Deep Vein Thrombosis	General Hypertension	Non-Specific Cardiovascular Disease	Non-Specified Cardiac Ischemia	Pulmonary Heart Disease	Brain Damage	Epilepsy Related Disorders	Motor Neuron Disease	Parkinsons Disease	Spinal Chord Degeneration	Hepatobiliary Congenital Anomaly	Non-Specific Digestive Congenital Anomaly	Non-Specific Neurologic Congenital Anomaly	Pubertal Dysfunction	Diverticulosis Diverticulitis	Functional Digestive Disorder	Hirschsprungs Disease	IBS	Non-Specific Gastrointestinal Disorder	Pancreatic Disease	Growth Hormone Deficiency	Hyperaldosteronism	Type II Diabetes Mellitus	Unspecified Diabetes Mellitus	General Thrombocytopenia	Hereditary Hemoglobin Disease	Purpura Other Hemorrhagic Conditions	Spleen Disease	Biliary Tract Disease	Chronic Liver Disease	Non-Specific Liver Disease	Allergic Rhinitis	Asthma	Atopic Contact Dermatitis	Autoimmune Lymphoproliferative Syndrome	Behcets Syndrome	Common Variable Immunodeficiency	Crohns Disease	Eye Inflammation	Familial Mediterranean Fever	Gastritis Duodenitis	Graves Disease	IgA Immunodeficiency	Inflammatory Spondylopathies	Lupus Erythematosus	Multiple Sclerosis Other Demyelinating Disease	Myasthenia Gravis	Non-Specific Immune-Related Skin Disorder	Psoriasis Related Disorders	Reactive Arthritis	Rheumatoid Arthritis Related Conditions	Sjogrens Syndrome	Thyroiditis	Type I Diabetes Mellitus	Ulcerative Colitis	Unspecified Hepatitis	Unspecified Immune Deficiency	Acute Bronchitis	Arthropod-Borne Diseases	Encephalitis	Escherichia Coli Infection	Gastrointestinal Infection	General Viral Infection	HIV	Influenza	Other Viral Hepatitis	Parasitic Infection	Poliomyelitis	Tuberculosis	Viral Hepatitis C	Acne	Alopecia	Non-Specific Soft Tissue Disorder	Radiation Sensitivity	Copper Metabolism Disorder	Gout Related Crystal Arthropathies	Malnutrition	Metabolic Syndrome X	Unspecified Hyperlipidemia	Abnormal Spine Curvature	General Spondylosis Spine Disorder	Osteoporosis	Benign Colon Neoplasm	Benign Uterine Neoplasm	Breast Cancer	Colorectal Cancer	Hepatobiliary Cancer	Lung Cancer	Lymphoid Leukemia	Melanoma	Pancreatic Cancer	Stomach Cancer	Thyroid Cancer	ADHD	Adjustment Disorder	Alzheimers Disease	Autism	Bipolar Disorder	Depression	Eating Disorder	Migraine	PTSD	Schizophrenia Related Psychosis	Sleep Disorder	Substance Abuse	Unspecified Childhood Psychoses	Neonatal Disease	Corneal Disorders	Glaucoma	Macular Degeneration	Gestational Pregnancy Related Disorder	Menopausal Disorder	Cystic Fibrosis	Non-Specific Pulmonary Disorder	Sleep Apnea	Chronic Kidney Disease	Nephrotic Syndrome	Non-Specific Nephropathy	Urinary Calculus
RPS	1.29328312025057e-05	0.445888422702587	0.107377789892857	0.367138239848448	0.465908010444311	0.272924599697117	0.00321492815971814	0.000765983890942945	0.294520121446159	0.425076558332522	0.465908010444311	0.425076558332522	0.425076558332522	0.353508996484219	0.303174584877098	0.175639980844139	0.0817799036292621	0.425076558332522	2.87558717306791e-12	0.0361293496147419	5.45085790430716e-05	0.00115203135079311	0.379957054578473	0.0208153094569628	0.00321492815971814	0.440421771372375	9.34678217561665e-09	0.00226524325001804	0.425076558332522	0.299134272229932	0.486361328955568	0.425076558332522	0.370720430814901	8.13168747198006e-05	0.272924599697117	0.303174584877098	3.45677341626044e-12	6.99898098048213e-05	0.118094168584353	0.440421771372375	0.0817799036292621	2.04428168012732e-05	0.0390401031719452	1.81536523385646e-13	0.00557715834102242	0.0730397596297437	0.00321492815971814	0.365956288035989	0.241717158664665	0.0464711862267584	0.0429370141845979	0.238631145102408	0.268368136891667	0.173741694685119	0.00321492815971814	3.9201494767078e-07	0.490971773683612	0.299134272229932	0.294520121446159	1.85135486714974e-10	0.266080204563464	1.19369345728366e-08	0.214498056836998	0.461496483685167	2.11026723937153e-08	0.0854021251867078	0.440421771372375	0.00173775837926149	1.87454613239641e-31	0.342575193803088	0.0821429931456887	0.440421771372375	0.0119764834441076	0.452520811442969	0.290729917666685	0.490971773683612	0.00370534635743719	0.443989664862073	0.425076558332522	0.311785186049058	0.388976547004313	0.000210038416692081	0.440421771372375	0.452520811442969	4.06104674178515e-09	3.00162167325152e-13	3.87541503185937e-13	0.440421771372375	0.303174584877098	0.311385102326613	0.465908010444311	5.35232198332078e-06	0.220914465064429	0.304365008435329	0.0417300766656269	0.00968885274880507	0.367138239848448	0.425076558332522	0.137338381993746	0.379538694339955	0.00347343121997197	0.00129555910960696	0.299134272229932	0.0032021989943017	0.31426044797301	0.294520121446159	0.0142181649406818	0.272924599697117	0.0590996627214095	0.290729917666685	0.345125779975413	0.490368532250206	0.425076558332522	0.0267084205358522	0.425076558332522	0.294835858716871	0.425076558332522	0.425076558332522	4.07070758688888e-20	0.0390401031719452	3.87541503185937e-13	0.00660051563757657	0.332725709700555
PCS	0.452030678780121	0.0101811563341326	0.0540780732154057	0.013970399803609	0.452030678780121	0.195840687353789	0.452030678780121	0.231042860689554	0.3196410400741	0.452030678780121	0.429222684642902	0.0458408369933654	0.12081767351338	0.452030678780121	0.401207288333488	0.452030678780121	0.287298095076747	0.452030678780121	0.487564497540862	0.3196410400741	0.000368540528886113	0.452030678780121	0.429222684642902	0.3196410400741	0.0152424724103844	0.0164784361899979	0.0530959947872703	0.407096249612324	0.145915758670107	0.488283921628906	0.145915758670107	0.429222684642902	0.0684719733223806	0.479609539264452	0.161674113152172	0.452030678780121	0.000219429271701011	2.952290749738e-14	0.0104423300298386	0.180958448103157	0.00269079322758022	0.452030678780121	0.452030678780121	0.452030678780121	6.7100880100606e-07	0.20979522360411	0.452030678780121	0.0853726119717251	0.452030678780121	0.148406490353312	0.161674113152172	0.346719590754664	0.429222684642902	0.00482587076508137	0.111014965567653	0.401207288333488	0.0104423300298386	0.483598460151893	0.429222684642902	0.00389616075844909	0.00871924406957466	6.7100880100606e-07	0.00269079322758022	0.452030678780121	0.000981678262713581	0.452030678780121	0.0196741537998816	0.452030678780121	0.452030678780121	0.452030678780121	0.452030678780121	0.452030678780121	0.37280335689161	0.152542196510948	0.000368540528886113	0.0157930774469535	0.452030678780121	0.452030678780121	0.455266861602277	0.463956769276791	0.0337002082053484	0.0530959947872703	0.452030678780121	0.452030678780121	2.7295617227261e-06	3.22533457365768e-05	0.452030678780121	0.452030678780121	0.452030678780121	0.452030678780121	0.329039653559561	0.013970399803609	0.452030678780121	1.33281259243981e-05	0.457990339137574	0.0530959947872703	0.429222684642902	0.452030678780121	0.452030678780121	0.083955069327972	0.452030678780121	0.252365444594539	0.452030678780121	0.0528093201664901	0.195840687353789	0.000470484844200645	0.171106474506169	4.49329649680985e-05	0.000159912961091027	0.3196410400741	0.452030678780121	0.0190912001301547	0.452030678780121	0.452030678780121	0.48662511147306	0.429222684642902	0.488283921628906	0.429222684642902	6.7100880100606e-07	0.452030678780121	0.452030678780121	0.326842061937317	0.452030678780121
PPB	0.452030678780121	0.0101811563341326	0.0540780732154057	0.013970399803609	0.452030678780121	0.195840687353789	0.452030678780121	0.231042860689554	0.3196410400741	0.452030678780121	0.429222684642902	0.0458408369933654	0.12081767351338	0.452030678780121	0.401207288333488	0.452030678780121	0.287298095076747	0.452030678780121	0.487564497540862	0.3196410400741	0.000368540528886113	0.452030678780121	0.429222684642902	0.3196410400741	0.0152424724103844	0.0164784361899979	0.0530959947872703	0.407096249612324	0.145915758670107	0.488283921628906	0.145915758670107	0.429222684642902	0.0684719733223806	0.479609539264452	0.161674113152172	0.452030678780121	0.000219429271701011	2.952290749738e-14	0.0104423300298386	0.180958448103157	0.00269079322758022	0.452030678780121	0.452030678780121	0.452030678780121	6.7100880100606e-07	0.20979522360411	0.452030678780121	0.0853726119717251	0.452030678780121	0.148406490353312	0.161674113152172	0.346719590754664	0.429222684642902	0.00482587076508137	0.111014965567653	0.401207288333488	0.0104423300298386	0.483598460151893	0.429222684642902	0.00389616075844909	0.00871924406957466	6.7100880100606e-07	0.00269079322758022	0.452030678780121	0.000981678262713581	0.452030678780121	0.0196741537998816	0.452030678780121	0.452030678780121	0.452030678780121	0.452030678780121	0.452030678780121	0.37280335689161	0.152542196510948	0.000368540528886113	0.0157930774469535	0.452030678780121	0.452030678780121	0.455266861602277	0.463956769276791	0.0337002082053484	0.0530959947872703	0.452030678780121	0.452030678780121	2.7295617227261e-06	3.22533457365768e-05	0.452030678780121	0.452030678780121	0.452030678780121	0.452030678780121	0.329039653559561	0.013970399803609	0.452030678780121	1.33281259243981e-05	0.457990339137574	0.0530959947872703	0.429222684642902	0.452030678780121	0.452030678780121	0.083955069327972	0.452030678780121	0.252365444594539	0.452030678780121	0.0528093201664901	0.195840687353789	0.000470484844200645	0.171106474506169	4.49329649680985e-05	0.000159912961091027	0.3196410400741	0.452030678780121	0.0190912001301547	0.452030678780121	0.452030678780121	0.48662511147306	0.429222684642902	0.488283921628906	0.429222684642902	6.7100880100606e-07	0.452030678780121	0.452030678780121	0.326842061937317	0.452030678780121
XOS	0.00149560571157892	0.000751878368935852	1.45680233274341e-06	7.69839122808655e-17	0.397007494557125	0.330738935890343	0.00057908890648903	0.00119915861433634	0.00595860246285315	0.31123110941589	0.171971890669917	8.42673371352402e-05	9.72286136457947e-05	0.419141013010633	0.000799233671453302	0.121359003007994	0.00469983027298093	0.419141013010633	0.48543870595295	0.00444899538310389	0.0141283638242682	0.464454841535776	0.166346312836092	0.411864096218914	3.3268719014437e-07	0.000162561061548744	7.2439696810393e-16	0.00149560571157892	0.000469472670805328	0.213849889461603	0.00112332869588531	0.066494684618362	0.0582054777585584	0.0743301504848533	0.320037483278985	0.166346312836092	0.00996485481730053	0.000274822612548539	0.00157367732673121	8.36900050375338e-05	0.00113497098264557	0.0307713633572497	0.313965144900091	0.230826587739765	2.37142502725558e-17	0.177676401979089	0.0171050159387929	0.00057908890648903	0.0590606981953612	0.00057908890648903	0.230826587739765	0.00126871848537409	0.351426825184707	0.166346312836092	0.26222444014359	0.0603033388806083	1.30016139816505e-08	0.388178019232822	8.42673371352402e-05	1.50355422750912e-08	8.78530153030375e-10	5.38205882229564e-20	5.58551365761653e-07	0.389245264962006	8.67500218367937e-11	0.156140726676339	0.000799233671453302	0.465311888008517	0.0576727824323797	0.351426825184707	0.436562846306857	0.465311888008517	0.0840995094933857	0.00309908423247158	0.0161068222797712	0.182373867675801	0.0105217608458125	0.145145298355022	0.351426825184707	0.187613757584744	2.36170562521763e-10	0.0121503280155611	0.465311888008517	0.419141013010633	2.57793844142845e-14	8.13529426763564e-09	0.000799233671453302	0.495065869870295	0.48543870595295	0.254951712538995	0.00198509592411657	0.000235118605681341	0.393799194530233	0.488912507080267	0.388178019232822	9.83152119759055e-07	0.108027628858253	0.152696695120223	0.31123110941589	1.09654892040406e-11	0.0713156563883133	0.187613757584744	0.00229437224885181	4.39192571773775e-06	0.350638304198676	0.0628950220293578	0.196867444733638	0.0151669549563568	2.51462285102271e-15	0.00311807258829776	4.8662496386574e-05	0.00178901550443283	0.419141013010633	0.127580258515227	0.00226987495862	0.134470082450031	9.46329523750007e-05	0.177676401979089	4.76483525381262e-07	0.00788651692004679	0.000799233671453302	0.00410863708884258	0.388178019232822
KGM	1.89509089527441e-05	0.000635802579521529	8.17626934901366e-05	2.14543251699712e-22	0.420091987345694	0.305451164526116	0.000635812757376304	0.000139806104034268	0.028090012984261	0.243539714044839	0.305451164526116	0.000129122033796681	3.81897259061761e-05	0.423359224518782	0.310403092810243	0.226911259382439	0.155737998723821	0.423359224518782	0.477072510958047	0.000712448597887163	0.224262726034019	0.0449311308537446	0.104087371729307	0.473594584779609	0.000150213736850159	6.63299457379422e-07	7.55049980654448e-18	0.000712448597887163	1.41036698522626e-06	0.348039484988939	0.000221468809593302	0.00284819024850149	0.000355395686293331	0.000571409664923863	0.0183234500652201	0.293109074123703	0.0717363007965541	8.17626934901366e-05	0.00868008718050337	0.000270433894786299	0.000828909235854445	0.0970725889948034	0.395427615243124	0.400761384235347	7.55049980654448e-18	0.228590896371724	0.0633994054033153	0.00650591674092077	0.102166233964483	0.102296842341333	0.0449311308537446	5.97352479741777e-05	0.420091987345694	0.127748337114553	0.0474693822747065	0.116448956688922	5.06144761333909e-09	0.423359224518782	0.0050450793863819	7.55049980654448e-18	7.27938098491239e-14	3.9767476221248e-12	2.4053527633575e-15	0.371093783642044	1.07533294743677e-06	0.472486228888715	0.00232838215184891	0.449140231085158	0.244831073932267	0.348039484988939	0.473594584779609	0.482582115109239	0.473594584779609	0.000310007070098553	0.00287740433373726	0.333391079575026	0.0999417739708199	0.022711956879223	0.395427615243124	0.366936096549748	7.92338511440357e-17	0.00564209695796187	0.4787947341184	0.453522273783484	1.42061731840496e-09	2.02841520063971e-11	0.0633994054033153	0.473594584779609	0.477072510958047	0.318938829047208	0.000288396696646597	0.000129122033796681	0.473594584779609	0.473594584779609	0.312309259541345	6.88489544029721e-07	0.0301421759770055	0.0183234500652201	0.366936096549748	2.66769769145257e-10	0.0449311308537446	0.0724458320784183	0.102166233964483	0.000118960531872234	0.318938829047208	0.00293001259575567	0.074865351127932	0.175165535567141	6.27029818248386e-16	0.0141873734824572	0.0484942479349965	0.000649200552815546	0.423359224518782	0.305451164526116	0.473594584779609	0.0449311308537446	0.244831073932267	0.255948401039738	1.18877053428823e-05	0.00293001259575567	0.0633994054033153	0.015420596588284	0.33382614828428
Inulin	0.278945672534776	0.0279437007498928	0.000805428059905855	0.35095485837936	0.441839307707798	0.180410199684572	0.281925929853678	0.471003575226491	0.000711025244678657	0.486910536039683	0.185587126812281	0.000193286212480656	0.408031095750089	0.272186818881764	5.86707244580233e-09	0.417692574636614	3.78397214618097e-07	0.489240393152417	3.78397214618097e-07	0.000606638948519033	0.0831957061180376	0.463020052906074	0.306752241403982	0.125463291330574	2.10495136745994e-08	0.186678111930613	0.019785186716099	0.37597329557852	0.00502196231609515	0.00122403525436825	0.00125524212918819	0.252092386751727	0.00503720725159484	6.77013941369043e-05	0.0987297018162603	0.00502196231609515	6.11937393611565e-09	0.274379263563188	0.000597936278647845	0.000788324159956605	0.347952206207787	0.166443016168389	0.441839307707798	1.06952561180522e-12	0.281925929853678	2.88419057188398e-11	0.429349642338028	0.323796384403171	0.18648223538562	0.0812639955000969	0.281925929853678	0.185587126812281	0.160903674328416	0.278945672534776	0.403409966997859	3.20992022433848e-29	0.0081099221536867	0.441839307707798	0.185587126812281	6.96639702988642e-09	0.0320004983333524	1.7755916788524e-31	0.267688432109386	0.0917515748549456	3.07834357602024e-24	1.04959734862767e-06	0.48766790823462	0.0040381237722156	2.18834374626197e-12	1.55006708745166e-05	0.192598225418179	0.32083784485798	3.78397214618097e-07	0.440894222626587	0.160728071464672	4.95586894565215e-05	0.0320004983333524	0.429349642338028	0.143876308619689	0.218145296130845	0.289428850286848	0.000227306305032681	0.00404878743786813	6.37164146179147e-07	5.3980654903312e-29	2.52490492901503e-09	3.59205869527356e-09	0.441839307707798	0.0123069944348571	0.14862283729401	0.304955425747784	0.0439155644516233	0.419532129185649	0.301075921370776	0.0329539339921445	0.000829584515780094	0.0343549090087226	0.360852049719492	0.0803251904922757	0.000338598716070869	0.000314404579316427	0.194243668833312	4.21861822703726e-12	0.000314404579316427	0.000464724437261001	0.0399560410853441	0.313336031007876	0.362066174550306	0.000314404579316427	0.0515232229223113	0.0891092433132222	0.00863427396386017	0.278945672534776	0.441839307707798	0.324656738356674	0.289428850286848	0.00198589602555183	0.441839307707798	6.55907103279261e-06	0.0723745447336845	0.000217773401052327	0.272186818881764	0.441839307707798
LKFibre	0.5	0.000198974439500508	1.08311228844096e-10	0.5	0.5	0.00303740843469993	0.050053850090869	0.193990723525986	0.000110821738240276	0.5	0.0176136011624311	0.135856067755685	0.00435156720477942	0.5	1.28923337019866e-12	0.5	5.17486003609447e-22	0.5	0.5	0.223040733772742	0.000231029681126509	4.42999361049432e-09	0.5	5.12207331281814e-06	2.08703891057337e-28	0.220348982517453	0.000390930208734723	0.5	0.5	0.5	0.5	0.5	0.306462454866298	1.31271933150124e-07	0.0146519672588172	0.000129082054240717	2.48380318206912e-24	5.00550133667598e-11	3.63824407532315e-06	0.000769024459668338	2.70979317145779e-06	6.4559506387135e-05	0.0766534884940573	0.5	2.92674302221861e-19	0.0165038970397192	0.5	0.00357968002046387	0.220181775819598	0.181049704135679	0.0884572093407319	0.00181793841899128	0.0512103249000351	0.00194752060050704	0.5	1.2083746291294e-08	1.45770506124882e-07	0.000184963817595384	0.000240158513263951	6.48680289679584e-08	0.5	1.61296463918021e-44	0.5	0.5	8.74984193115916e-34	2.18197170500507e-06	0.00120780043297784	0.0219416981982571	0.5	0.0299930192757497	0.456389985320896	0.5	2.0741449313122e-15	0.277811438755298	0.110286377440707	0.0057300013169482	0.00529289514724793	0.5	0.5	0.245776082210646	0.5	0.0309506149027965	0.5	0.5	2.73824684534867e-44	2.65861321331218e-10	0.5	0.5	0.5	0.000973751313045014	0.0800448370560642	1.21656393427136e-20	0.5	2.70979317145779e-06	0.0584653664455016	0.000355923268946087	0.5	0.000721548793050537	0.5	2.32136229926027e-05	2.42476032894413e-06	0.176217727389682	0.0234732490392356	0.0459870848311174	1.79388680864288e-10	0.5	0.000355923268946087	8.78797678962929e-06	2.24449818348824e-17	0.00139409014054255	0.0169835571044163	0.00097310391684168	0.5	0.5	0.317738168963962	0.5	2.71802363408132e-13	0.0188519414712013	6.00858315245311e-19	0.00139409014054255	0.5	0.0134247186445126	0.5
JA	0.0303870693621305	2.98085751341046e-06	0.00386342052666819	5.51216852709438e-13	0.478076778369459	0.0900027021687021	0.138721497403805	0.158066934372798	3.76400368322999e-12	4.06435992343189e-05	0.214997917934671	0.0543414399677272	0.218762237929798	0.000147688535146093	0.482690322252077	0.455318475282658	5.72924220186922e-18	0.0834247510649414	4.75315965866694e-13	0.0613469305496683	0.100543920178271	4.78253048499856e-06	0.386780514490723	0.293918727968433	0.000859566482386889	0.315199752895444	0.478076778369459	0.000154075105039356	0.117207165278845	2.85971470427357e-17	0.0108499041542028	0.0106615785687616	0.0463287375461334	0.00693762307065619	0.243817228507463	0.11107642491162	0.114108442697244	0.0682826038448728	0.305948391229213	0.478076778369459	0.468540006328816	4.52186370213398e-07	0.391539999310236	0.191000503818069	4.11541317500839e-16	1.48285528526311e-05	0.194751389406073	0.00118615451161092	0.00502189177097771	0.457199735865899	0.497411041332497	0.468540006328816	0.355075211528337	0.465741385245177	0.0597652459822999	0.228816313738841	0.0810866533151556	0.000493683081171614	3.34685200212242e-07	0.455318475282658	1.62843258200831e-05	5.00956552612372e-05	5.04438503833496e-12	2.88782911650431e-06	0.00118615451161092	0.100411537421773	0.355075211528337	0.00027675752791495	0.055316213020344	2.05735529237934e-08	0.0694050681474046	0.128700269654943	0.283750665382611	0.243817228507463	0.465741385245177	0.00970419820908043	0.00029240876530798	0.468540006328816	1.87175018993934e-11	0.355075211528337	0.305044141182519	1.48285528526311e-05	1.76807777018246e-08	0.387466896043263	0.00358092972905749	0.0011553397062795	0.000159373884907018	0.468540006328816	2.15773736055369e-28	0.214997917934671	0.0972550737478974	0.0680445005290478	1.36683187084755e-19	0.478076778369459	0.36273292503622	0.191000503818069	1.09722582940441e-06	0.000898309650723221	0.170768896764602	3.34685200212242e-07	0.0413953340126338	0.0112015258603932	0.00207032272562215	0.00317322818703628	0.122705022244341	0.355075211528337	0.243817228507463	0.0509064135500472	0.00339224306494785	5.00956552612372e-05	0.0011553397062795	0.36273292503622	0.0660849358634248	3.24480018040405e-13	0.454018216410829	8.76116871828689e-10	0.476773753898631	0.308360728955835	0.0696358078449006	0.355075211528337	0.000159373884907018	0.308314917091321	0.465741385245177
CH	0.0303870693621305	2.98085751341046e-06	0.00386342052666819	5.51216852709438e-13	0.478076778369459	0.0900027021687021	0.138721497403805	0.158066934372798	3.76400368322999e-12	4.06435992343189e-05	0.214997917934671	0.0543414399677272	0.218762237929798	0.000147688535146093	0.482690322252077	0.455318475282658	5.72924220186922e-18	0.0834247510649414	4.75315965866694e-13	0.0613469305496683	0.100543920178271	4.78253048499856e-06	0.386780514490723	0.293918727968433	0.000859566482386889	0.315199752895444	0.478076778369459	0.000154075105039356	0.117207165278845	2.85971470427357e-17	0.0108499041542028	0.0106615785687616	0.0463287375461334	0.00693762307065619	0.243817228507463	0.11107642491162	0.114108442697244	0.0682826038448728	0.305948391229213	0.478076778369459	0.468540006328816	4.52186370213398e-07	0.391539999310236	0.191000503818069	4.11541317500839e-16	1.48285528526311e-05	0.194751389406073	0.00118615451161092	0.00502189177097771	0.457199735865899	0.497411041332497	0.468540006328816	0.355075211528337	0.465741385245177	0.0597652459822999	0.228816313738841	0.0810866533151556	0.000493683081171614	3.34685200212242e-07	0.455318475282658	1.62843258200831e-05	5.00956552612372e-05	5.04438503833496e-12	2.88782911650431e-06	0.00118615451161092	0.100411537421773	0.355075211528337	0.00027675752791495	0.055316213020344	2.05735529237934e-08	0.0694050681474046	0.128700269654943	0.283750665382611	0.243817228507463	0.465741385245177	0.00970419820908043	0.00029240876530798	0.468540006328816	1.87175018993934e-11	0.355075211528337	0.305044141182519	1.48285528526311e-05	1.76807777018246e-08	0.387466896043263	0.00358092972905749	0.0011553397062795	0.000159373884907018	0.468540006328816	2.15773736055369e-28	0.214997917934671	0.0972550737478974	0.0680445005290478	1.36683187084755e-19	0.478076778369459	0.36273292503622	0.191000503818069	1.09722582940441e-06	0.000898309650723221	0.170768896764602	3.34685200212242e-07	0.0413953340126338	0.0112015258603932	0.00207032272562215	0.00317322818703628	0.122705022244341	0.355075211528337	0.243817228507463	0.0509064135500472	0.00339224306494785	5.00956552612372e-05	0.0011553397062795	0.36273292503622	0.0660849358634248	3.24480018040405e-13	0.454018216410829	8.76116871828689e-10	0.476773753898631	0.308360728955835	0.0696358078449006	0.355075211528337	0.000159373884907018	0.308314917091321	0.465741385245177
PHGG	0.0233791327097887	4.58088621743762e-05	6.659219545867e-06	3.91899321747961e-09	2.90760639047432e-17	0.454313872340094	0.0750501141705172	0.0672667206691392	0.000252753967106187	0.269028410941126	0.34988697606383	0.0741731136431863	0.299712035945512	3.9670196827365e-11	1.42776879020255e-10	0.305791483140965	0.207498835745929	0.428755849530806	6.64769433138388e-07	7.29677297353388e-05	0.185962643559638	1.83097030514886e-05	0.459435444338508	0.453664132239778	0.124287444715476	0.0645801289709411	0.0066935245973228	6.49380312071186e-17	0.409715254589927	0.112396483997128	0.00028592643752305	0.0750501141705172	5.48035104893295e-16	0.00184412797787478	1.79961396885913e-15	0.057363070472556	0.010829309795572	0.207498835745929	0.0152952034006438	0.299712035945512	0.078121150338584	0.161272854445996	0.0115274840495753	0.252421054773634	4.58088621743762e-05	0.341662914988841	0.430498117042314	0.00185853156867892	6.87415564010691e-08	0.362012693066833	0.475142881259707	0.34988697606383	0.0423187233250289	0.364269335641724	0.355406000470576	0.00506290540286951	0.0229882784857932	0.149566179774805	0.00220361813313563	6.18667303516325e-05	7.74983830025786e-06	0.134759463011223	9.16502373402916e-19	0.170256458877161	0.266147346821045	0.364269335641724	0.000481204323279305	0.0013582587032471	0.182869417084932	9.65265340794113e-08	0.0206356741975144	0.00961988514772253	0.430498117042314	0.256108716838012	0.437647371185548	0.335044606170632	0.336155510252314	0.441435217172696	1.49954144877855e-06	0.124287444715476	0.00961988514772253	0.451486684671981	0.0627088392846517	0.125426700684529	0.168680488040921	0.176753586463516	0.458859006094668	0.134759463011223	5.42379900959933e-10	0.273364072746331	0.013045002082396	2.5290315944608e-06	3.42305886223925e-07	0.408550143298446	0.0607995504811527	6.62113261404934e-05	3.33327897229576e-08	0.335044606170632	0.130475683672679	0.428755849530806	0.34988697606383	0.0740688784374146	0.000735589181003128	0.430498117042314	0.448181396596831	0.428755849530806	0.00130909961262655	0.000575640516038621	1.50934486085499e-10	0.00254122389266583	0.324165098745651	5.37534671238198e-10	0.00852427622753263	9.65265340794113e-08	0.000575640516038621	0.000252753967106187	0.00852427622753263	0.112396483997128	5.36504770337034e-08	0.292099091225691	0.173785478436624	2.94128385200876e-08	0.00313810110611001
VLCI	0.00127884628832029	2.11160247154466e-16	5.147651703727e-06	1.62902155244478e-11	0.487090653505229	0.449662746157825	0.429719396571466	0.00884728883199157	0.000115486745365429	0.100217620536351	0.000133412997922626	0.298870187253665	0.0259877205580859	0.0813649678939089	0.429719396571466	0.486490807640045	0.0108501857214556	0.396927207199541	0.00702969262323708	0.49690804712424	0.0362963955785772	0.486113074536533	0.294505682939209	0.253249478441222	6.87916177376912e-09	0.172446578453237	1.46139658092539e-05	0.203991520329057	0.455641698936087	5.73131940614189e-06	0.452727590780883	0.000225592450902249	0.0656006107951467	0.000163306955409033	0.100217620536351	0.124525301490219	0.0306422423625751	0.0131511878900013	0.314289651627	0.218313446935902	0.102078702000168	0.386178125492734	0.203991520329057	0.429719396571466	2.65107029093823e-07	0.00884728883199157	0.486113074536533	0.187330215227968	0.0998878022033287	2.48033610946695e-08	0.00116208529267441	0.000158338449646773	0.00480463857315724	2.75051320639645e-08	0.000129601015938679	0.0097479373784339	0.429719396571466	0.396927207199541	0.203991520329057	0.00193699180855665	9.96219407492519e-06	0.0560798958840055	3.94210064107198e-10	0.412616950101087	0.212803988295064	0.207998345907484	0.102078702000168	0.207998345907484	0.429719396571466	3.26091364576351e-06	0.396927207199541	0.321427915903959	0.000641496946615366	0.407491226317254	0.429719396571466	0.203991520329057	0.224619256897116	0.429719396571466	0.302604977071246	0.151136390519734	3.77582038842052e-05	0.304861647146962	0.249138268323267	0.36546189408517	0.100841568854828	0.212803988295064	0.429719396571466	0.486113074536533	1.6028841178657e-08	0.0211752837853396	0.207069946271752	0.0151796003358725	2.75051320639645e-08	2.75051320639645e-08	0.181338661995108	0.295765566807439	0.0857116350284615	0.0813649678939089	0.172460774495068	0.0136868145375066	0.203991520329057	0.0656006107951467	0.486113074536533	3.87919029265524e-07	0.212326118362465	0.228408954500138	0.127690803418476	0.000985697300114479	9.96219407492519e-06	0.113759942695915	0.452727590780883	0.490793243235697	0.0233349608670777	5.53014407472369e-07	0.198464106602276	0.00343826751357845	0.407491226317254	0.396927207199541	0.223386738260129	0.0190963546970223	0.429719396571466	0.00104473313995786	0.233131414265678
