Disease	Dimension 1	Dimension 2	Dimension 3	Dimension 4	Dimension 5	Dimension 6	Dimension 7	Dimension 8	Dimension 9	Dimension 10	Dimension 11	Dimension 12	Dimension 13	Dimension 14	Dimension 15	Dimension 16	Dimension 17	Dimension 18	Dimension 19	Dimension 20
Osteoporosis	0.47562408	0.916054126	-1.830199692	-0.107332959	0.8551304	-0.325396758	-0.180379296	1.092481927	2.339887551	1.675561688	0.794891764	1.006660081	0.39950024	-1.337465124	-1.638701187	-0.291033058	-0.39509287	0.484754386	-0.623286949	0.00262414
Benign_Colon_Neoplasm	-0.373998698	0.727288684	-2.347146646	-0.50695109	0.946349345	-0.359414406	0.373230233	-0.353697106	1.043974135	0.177218159	-2.392570617	-0.512562883	0.603833823	1.010629933	-0.273453885	0.413384849	-0.873645174	0.657475784	-0.409564351	0.004685292
Benign_Oropharyngeal_Neoplasm	-0.011651014	-0.834381553	-1.371916689	-1.10407035	-1.31312071	-1.775508212	-1.127587838	0.32895829	0.058161535	-0.429086805	0.549622987	-2.13349182	-2.136900433	0.410875299	-0.034401757	0.402192053	-0.025951416	0.726511196	-0.50910175	0.005182478
Benign_Uterine_Neoplasm	-1.050661031	0.433282487	-1.878528023	1.221888969	1.34678104	1.450916319	1.021641498	1.798155523	-0.957600012	-0.643226265	-0.449411112	1.888871806	-0.893026653	-0.530117798	0.527275914	-1.208081426	-0.164284107	0.743236257	-0.380925065	-0.002889702
Bladder_Cancer	-1.713452859	-0.021747773	-1.099048241	-0.639376175	2.893646618	-0.452946995	1.4384989	-0.427972285	1.530849824	-0.455372979	2.04306663	-0.722612286	0.322616222	-1.460686515	1.056779432	1.876275484	0.587634166	0.644789314	0.07731616	0.002082116
Breast_Cancer	0.773841206	0.608979689	-1.38254882	-1.635550555	-0.08012075	0.6834906	-0.703207473	1.656744889	-0.080404668	1.257304456	-1.59221291	1.106956084	-0.975699749	-0.807145302	-1.689755503	-1.739672244	0.701209142	2.114991183	0.81415677	-0.000942067
Colorectal_Cancer	-1.048149731	-0.168786808	-1.14536654	0.016798731	0.642281208	0.673921855	0.766560231	-0.850328308	0.377582076	-0.015140953	-2.78693927	-1.943431428	0.516050905	-1.912317597	1.137171092	0.322747874	-0.103807584	1.256437905	1.183032461	0.005404154
Esophageal_Cancer	-2.171804951	-2.617858006	-0.547623182	-0.380720852	0.519288653	0.354828832	1.079148474	-1.264313732	0.896722035	0.343283111	-0.179053744	-2.589866312	-1.845619593	0.204656194	-1.746522322	0.22981878	-0.017177885	0.454797478	-0.225851097	-0.005126325
Hepatobiliary_Cancer	-3.308581362	-0.727137336	0.921953341	-1.068799787	0.695753336	-1.467104162	-0.079960817	0.964475025	-1.190787977	2.230248526	-1.349901468	0.055395742	0.195788718	-0.775738876	-0.022056933	1.439587543	-0.090249988	0.528629942	0.966388147	-0.016181378
Non-Specific_Cardiovascular_Disease	-0.348176246	-0.739518034	0.947172726	-0.871728426	1.584905662	0.711922444	0.646343321	-0.938813502	0.629581537	0.255122066	-0.298747506	-0.431238765	-0.155106553	-0.202895201	-0.316033159	-0.923279613	1.802411166	-0.468393321	0.486979939	0.012814477
Kaposis_Sarcoma	-3.686619137	-1.880771764	-0.070928783	-1.039075042	-1.740102074	0.245962239	-0.929703815	-0.812387878	-1.434236834	-0.388628192	-1.066328762	-1.341327156	-0.580054425	0.547064689	-0.475864286	0.15530232	0.542068405	0.11603614	0.162811933	0.000285219
Lung_Cancer	0.093247938	0.094597146	0.307070618	-1.011543968	0.580521734	-1.049674967	1.710067727	0.887095442	1.373689061	1.179810533	1.005682653	-1.657563743	-0.195640929	-0.545086457	-0.552103265	0.504582742	1.031072226	1.913375987	0.931519274	-0.002355952
Lymphoid_Leukemia	0.307270044	2.387294918	0.823851106	-0.451458293	0.656919309	-0.437237924	-1.609177524	-1.852275625	1.49662262	-0.899970315	0.5296456	-0.596974878	0.149078	-1.408165299	0.99424649	-1.13950763	0.436253553	2.170082262	-0.417613952	0.002081965
Melanoma	-0.980349849	-0.088832888	-0.511979796	-0.924299515	0.714258481	-2.835340751	-1.942481076	-0.640926701	-1.982959877	-0.123413865	0.224697373	-0.705340559	1.310222116	-1.176298534	-0.357201409	-0.346822247	0.173136604	1.611776758	1.011455026	-0.003764583
Non-Specified_Cardiac_Ischemia	0.081733333	0.109880738	-0.292123799	-1.948149343	1.859958732	0.481795809	0.032285282	0.175493728	0.604671595	-0.183798922	-0.544856423	-1.414751471	-0.155852731	0.566456134	0.290493434	0.376053878	2.70482065	-0.343419395	-0.472607425	-0.001024729
Non-Hodgkins_Lymphoma	-0.12392315	1.072626068	0.13268377	-0.69064719	0.458470895	0.049386474	0.320820861	-1.731071191	-0.347530512	0.676445155	0.695786148	-0.640673499	-1.562782127	-0.347349846	1.271902071	-0.086703866	0.554274429	2.083002179	-1.06055162	0.003879433
Oro-Naso-Pharyngeal_Cancer	-0.535452102	-1.700198289	-0.52018959	-1.021662485	-0.302689151	-1.214059804	-1.483302326	-0.796371993	0.815633595	0.207378035	0.818614011	-2.753930115	-2.598860022	0.466681006	-1.001389001	0.297773999	0.526296127	0.895344799	0.259882253	-0.015304066
Other_Lymphoid_Histiocytic_Cancers	-0.682946918	1.449481207	0.016646706	0.731016884	-1.247581647	0.234529484	0.449655058	-3.135507439	-1.310670379	2.49332167	0.941505499	-0.393753032	-0.979242015	-0.87648351	-0.646556092	0.646160822	-0.720985376	1.12429538	0.36390318	-0.001585486
Pancreatic_Cancer	-3.107592398	-2.088041782	0.852969381	-0.700878182	0.928408243	0.223020316	0.232698938	0.752430918	-0.673539193	1.057762408	-1.044022869	0.347396576	-0.210180552	-1.103154008	0.153190175	1.36105944	0.164806216	0.753381842	0.105135958	-0.009907125
Stomach_Cancer	-2.704933752	-2.544858062	-0.738581471	0.142711901	0.998116532	1.357353599	0.655612999	-1.135544051	0.081418902	0.775495673	-0.483529489	-1.965996323	-1.967571697	-0.513964806	-0.511467086	0.238973482	-0.401610381	0.462392885	-0.177866022	-0.006976696
Thyroid_Cancer	1.100256449	-1.556658677	-1.849599929	2.436688791	0.369256737	-1.777775708	0.417325296	0.416581838	0.683907631	0.84238728	-0.200357971	1.495991504	-0.959479871	0.269032292	-0.142512076	0.550730661	1.091737559	2.271612924	0.690880712	-0.006418743
ADHD	0.298046747	-1.912302617	-0.388599614	0.581279295	0.623735276	-0.540576554	0.39795503	0.065963508	0.133510288	-1.191198723	1.663613203	0.68462541	0.457343477	1.682804173	-0.345266533	-0.007095119	-0.239489759	-2.315959522	1.007824261	0.001007412
Adjustment_Disorder	0.441080404	-0.398489054	-0.631884688	1.460083046	0.512586732	-0.467518588	-1.106126988	0.497995151	-0.017028156	-1.145970382	-0.607226584	2.017757592	1.693063062	0.481897725	0.279472919	-0.998818429	-0.487235188	0.954020085	2.329993484	0.00338652
Alzheimers_Disease	-0.50140537	0.251538574	-0.245883603	-1.356705415	2.170868671	1.474794263	-1.130532147	-0.059700888	2.487280993	0.463573638	1.035876858	-0.423786585	0.869678943	-1.140882975	-1.454862083	-0.356597061	-0.185810372	-0.997778867	1.044786227	-0.011255449
Autism	0.510377947	-1.565635438	0.561992019	1.799183653	-1.617835834	0.269491124	0.154468108	-0.943666382	1.132441591	-1.091304114	0.123979107	-0.997620224	-1.490183797	-0.361082861	-1.053040676	-0.081050119	-2.811736765	-1.420101583	0.389545684	-0.025781808
Bipolar_Disorder	-0.779726338	-0.287856457	-0.252630976	-0.112308856	-0.919986751	-1.425759418	0.3196126	1.188129203	-0.046094179	0.424836417	-0.911501715	1.505839519	1.711733176	-1.016008612	-1.201132644	0.974747858	-0.101948133	-2.32581642	0.971210808	0.002460859
Depression	-0.568499415	-1.884244458	-1.252090784	-0.031188596	-0.56942786	0.528521418	-0.037588288	1.976514391	0.597852983	-0.838520652	-0.271611637	0.683136003	1.268892872	0.199870475	-0.164080724	0.197315402	0.81829396	-0.493553095	1.252992117	0.002554502
Eating_Disorder	-0.173919888	-2.501159826	-0.226629749	0.330169196	-1.403937101	1.743457206	1.033271188	1.662316763	-0.292093612	0.516538699	-0.887842436	2.355871492	-1.559436085	0.637632853	-1.27955396	-0.352277237	-0.277759195	-0.41788888	1.588141948	-0.002869064
Pulmonary_Heart_Disease	0.215833267	-1.010204417	0.469284136	-0.019020522	0.295018654	-0.134511433	1.274212931	-1.329616593	-0.645070822	1.328787795	-1.012586453	-0.193252293	0.991368063	-1.014314019	-2.055900306	-1.395996639	2.520413572	-0.664657744	0.054285701	-0.006077974
Migraine	0.842421711	-0.802336671	0.029202006	0.852400735	-0.677433528	-0.041677257	-0.110177753	2.418524473	0.18657636	-0.188274479	-0.457208201	0.462439319	1.582973356	0.641051692	0.703116186	-1.660091391	-0.16165724	-1.021550044	-1.163536326	-0.001510429
PTSD	1.200596094	-2.293439339	-1.01366758	-1.368060663	0.873085405	-0.035304589	1.370102386	2.03270798	-0.741886848	-1.600967986	-1.569371634	0.458967597	1.447689343	-0.295958361	0.056142458	0.870898042	-0.457980539	-0.289509832	0.644342889	-0.001426913
Schizophrenia_Related_Psychosis	-0.857753931	-0.577743813	0.74866776	-0.970229997	0.618354963	-0.682856198	-1.439700573	1.532058441	1.164716937	0.307851527	-0.773459259	-0.468008376	0.10472861	-1.023343218	-1.246685304	0.234015498	-0.06198111	-1.475448825	1.316938902	-0.004346959
Sleep_Disorder	1.118189852	-1.745213583	-0.991149302	0.939935454	-1.399822318	0.724202343	-0.417354329	0.514034538	-0.708486683	0.377607677	-1.072752132	-0.394567189	1.701442204	1.728222889	-1.444576276	-0.276074351	0.61442313	-0.285040551	0.822191754	-0.001902489
Substance_Abuse	-1.208374052	0.206786276	0.550530192	-1.006120002	-0.785979105	-1.643081895	0.774221709	2.184239829	0.834258183	-0.83981681	-0.654312905	-0.721499075	1.016855376	1.185688038	0.073179787	0.100919138	1.315315194	-0.538643129	0.832215883	-0.003265575
Unspecified_Childhood_Psychoses	0.878765853	-3.090172319	-1.179431219	2.007296713	-0.851757938	-0.508852757	0.465980924	-1.810608609	0.592039609	-1.25605994	-0.231538843	-1.445032597	-0.581855165	-1.235907864	-0.578650628	-0.283856193	-1.412029271	-1.903453077	1.624354986	-0.025454684
Neonatal_Disease	2.251270848	0.305421388	1.294757915	-0.184294682	-0.74440644	0.505767404	1.572854198	-1.617390906	-1.216703579	2.188063418	-0.983338112	-1.313512846	0.082471914	-0.533266422	0.983252347	-0.29201299	-1.693668628	-1.102342198	0.470853617	0.001114308
Corneal_Disorders	0.799421803	-0.904754672	-1.596730981	-0.549065614	-0.029864388	0.472800424	-2.082394461	-0.844820932	0.490800826	0.381000961	-0.302857706	1.864991023	-0.613015675	-0.165619294	0.905316606	-0.211971698	0.160245324	-0.695363134	-0.635445658	-0.000816549
Glaucoma	0.742530259	-0.576858081	-1.683591585	-1.083155258	0.954108169	0.410691109	-1.764969198	-1.260504233	1.481363293	-0.889838688	-0.850206492	1.105043114	0.144749951	-1.24955285	-0.480826883	0.714941506	0.228882202	0.285806685	-0.711709034	-0.002219581
Macular_Degeneration	1.501003934	-0.678162637	-1.828874287	-0.732977654	2.062300269	1.530818267	-0.257037835	-2.002880151	0.478889632	0.946908931	-0.043829635	0.567136051	0.818344114	-1.648230764	-0.875483284	0.46017699	-0.011205286	0.368952187	-0.383202409	-0.007222638
Gestational_Pregnancy_Related_Disorder	0.135122989	0.548170867	-0.155896349	1.17869341	-0.502280781	0.667603218	1.567359468	0.590800172	-2.303815099	0.318856467	-0.782674116	-0.482492515	-0.280017517	-1.427650452	2.515718488	-1.110426038	-0.067751867	-1.046474192	0.916539747	-0.003928533
Menopausal_Disorder	-0.059644922	0.722561572	-2.674335306	0.659203235	0.530885512	0.254545813	0.065179128	2.222698818	0.890645421	-0.200122382	-0.06485816	1.386070539	0.220679584	-0.935801508	-0.589850135	-0.577085914	-0.439283669	0.500670428	-0.607094205	-0.00253811
Alveolar_Disease	-0.273722886	-0.862770035	0.293358757	-1.066453141	-1.844881019	-1.482121939	1.50232025	-2.699893945	0.853271204	1.236107879	-0.078328021	-0.069213605	1.132524297	-1.441528895	-1.938773657	0.131145861	1.582393362	-0.398391067	-0.121130555	-0.008143428
Cystic_Fibrosis	-0.19953899	-1.188619207	0.841026275	0.73712572	-3.589644102	0.126671664	2.034254	-1.177884718	0.873716463	-1.714937691	-1.49310739	-0.710801851	-0.630536811	-2.910338247	0.378486431	0.241131958	0.28293664	-0.178646566	-0.138332155	0.001347583
Emphysema_COPD	0.596472293	-0.419164089	-0.284998925	-1.583280756	-0.625403088	-0.845799605	1.723907646	-1.422796585	2.069494322	0.224855993	-0.284423945	-0.841996867	1.144345455	-1.023413132	-1.748947378	0.243576087	2.120807067	0.069451593	0.335825813	-0.000637327
Non-Specific_Pulmonary_Disorder	0.345363368	-0.702879538	1.047536308	-1.113118575	0.047709694	-1.311150169	1.62389213	-0.960937478	1.059835906	0.317915574	-0.419848757	-0.49980467	-0.10822993	-0.541787729	-0.46234988	-0.939781014	0.905415073	0.212479681	0.026833685	0.00521687
Sleep_Apnea	1.256584091	-1.865757332	-0.260807989	0.444668574	-0.775044294	0.361192396	0.200579757	-1.277636408	-1.406352734	-0.487851236	-1.779032364	-0.35034827	1.733564725	1.865078735	-2.406838827	0.922177856	1.393386519	0.656661296	0.72821431	0.001685511
Bladder_Disorder	-0.91842079	-0.50846356	-0.175615405	-0.022105904	1.590567899	0.401939892	0.819981528	-0.390464708	1.413855828	-0.487366145	1.736322885	-0.313041117	1.445708839	-1.494757467	1.854632918	1.570547184	-1.068006923	-0.768183239	-0.674772115	-0.000345766
Chronic_Kidney_Disease	-1.571247069	1.716641077	1.396489562	0.536581181	2.630297035	0.427486269	-0.425904734	-1.696728484	-0.276415667	1.350078189	-0.185628548	0.826427006	-0.146529122	-0.840682081	-1.059620126	1.001302811	0.643196135	-0.415644972	1.167491409	-0.00089248
Nephrotic_Syndrome	-1.120065108	2.391681551	1.761619901	1.634154264	0.476038235	-0.544171233	0.672011103	-1.98437016	-0.806821822	-0.097201621	-0.44332991	2.340142151	0.908912587	-0.923199208	-0.534911431	0.483591875	0.119327035	-0.847631912	0.008879257	-0.005992264
Non-Specific_Nephropathy	-1.179090098	0.904166759	0.462868464	0.719939344	1.949632956	-1.872228454	0.917376605	-1.004585231	0.728723998	0.471157461	-0.388547127	0.721079466	0.545351685	-0.810100505	0.753228276	1.43241669	-0.274887255	-0.258706575	-0.650129779	0.007364917
Urethral_Disorder	-1.208708535	0.974037164	-0.523461191	0.066309693	1.782269213	-0.230189024	0.827064139	0.498741066	1.480528651	-0.606119869	1.593632073	-0.014668638	0.136079346	-1.669860798	2.560811677	0.616892206	-0.795105407	-0.934425507	-0.354396486	0.004894781
Urinary_Calculus	-1.408267284	-0.051681648	0.35594359	1.299452938	1.766298514	-2.058135314	0.97556609	-0.182065744	0.93595818	-1.875263199	0.024655908	0.876022462	1.434479282	0.003679273	1.47816635	0.93475268	0.110714081	-0.461603963	-0.939474874	-0.006264681
Epilepsy_Related_Disorders	1.316263142	0.211707629	1.615563117	0.614986583	-0.550369442	-0.785818091	-0.981340861	0.969754818	0.512761196	0.318439175	-0.930251058	-1.340261702	1.301323972	-0.744809219	-0.846206233	-1.157038993	-1.537475285	-0.724743403	0.030580728	0.002024777
Hepatobiliary_Congenital_Anomaly	-0.827513686	-0.502092946	1.623934743	0.312865841	-1.399265101	-1.323235631	1.264801638	1.082429799	0.061580533	1.23330934	-1.870996019	0.10628828	-0.592471297	0.018141631	1.697786785	1.546085517	-0.159368898	-0.621310152	-0.315366893	-0.002886385
Non-Specific_Digestive_Congenital_Anomaly	0.40072835	-0.127543719	-1.499025397	-0.050151615	0.664642935	-0.32195921	2.122516123	-0.665297846	0.585138896	2.336380926	-1.986956001	-0.693485449	-0.483974525	0.834010857	0.338019612	-0.175306511	-1.700132579	-0.520168554	-0.300989566	-0.002438342
Non-Specific_Neurologic_Congenital_Anomaly	2.576270051	-0.881152722	2.29583309	1.287015974	0.133438802	-0.578203861	0.274575046	-0.794089002	0.126599807	1.795564688	0.939411109	-0.49037969	0.874539965	0.383668031	1.580557543	-0.509289495	-1.317941223	-0.102790866	0.772468627	0.007662976
Oro-Facial_Congenital_Anomaly	1.241295872	0.239280286	-0.211195329	-0.859907819	-1.072054805	-0.244266171	0.552436546	0.046899943	-0.536059267	0.723775411	0.907667049	-1.139288119	-1.762642656	1.310787758	1.187804177	-0.738589314	-0.788709996	-0.811900488	0.479389336	-0.000935402
Pubertal_Dysfunction	1.329830833	0.364922576	1.303049105	1.895976053	-0.41343008	-2.426020868	-0.491394915	-0.562893719	-0.29301757	-1.455558963	2.168979053	0.779019628	-1.327856785	-0.594537085	-0.296048231	-0.676678472	0.441819447	-0.223292236	1.203020946	-0.007840496
Respiratory_Congenital_Anomaly	3.414139159	-0.369329422	0.81337386	-0.481412752	-1.505132906	-0.940637066	3.533257079	-1.192951948	-0.27416197	1.451144336	-1.522620295	-1.097184424	-0.769346718	-0.082072556	-0.641645665	0.756899284	1.008448807	-0.013286828	0.850352951	-0.005242718
Appendiceal_Disease	-1.350796786	0.025201034	0.124215875	-0.463596166	0.407382242	-1.303688911	1.089231854	-0.003980543	0.295257108	-0.889050567	-1.423051171	0.317620563	-0.479071506	0.927971868	0.936416138	-1.153875329	-0.733590328	-0.141802239	-0.174332752	0.007138509
Diverticulosis_Diverticulitis	-0.570690748	0.746580466	-1.778204927	-0.515164366	1.374008551	-0.534680634	0.727939408	-0.298192789	1.543231062	0.281902481	-2.403532795	-0.097024983	0.798721364	0.804049403	-0.278575728	0.200180418	-0.864754551	0.476105184	-0.674336239	0.011404136
Esophageal_Disease	0.264664774	-0.658142389	-1.815540016	-0.040713519	-0.250017221	0.208212995	1.733591881	0.149868818	1.012412609	0.891837661	-1.10049366	-0.225102605	-0.205232347	1.328917427	-0.353168592	0.603803847	-0.088054773	-0.445976982	-0.637735857	0.003736661
Functional_Digestive_Disorder	-0.488032072	-0.426806706	-0.96440408	-0.075696538	0.308412178	0.518677899	1.590559157	0.041665679	1.311913768	1.116982553	-1.244850386	0.227346869	-0.307004084	0.67511725	0.470260976	-0.224548492	-1.145857736	-0.457876628	-0.252295761	0.013108874
Hirschsprungs_Disease	2.59114399	4.253989044	0.186489303	-1.693023412	0.479242972	1.353625822	1.318631918	-0.153376549	0.154274659	0.856377427	-2.880485317	-0.068773753	-1.510324115	0.442269651	0.610780968	0.588789963	-0.842769425	-0.32159042	0.143197652	-0.024137342
Non-Specific_Gastrointestinal_Disorder	-0.68969215	0.400186364	-1.000893832	-0.403968383	0.527853929	0.312526547	1.089098422	-0.553637131	1.106422434	0.414364993	-1.835411045	-0.106945789	0.157633194	1.116580712	0.493336119	-0.909036496	-0.922660325	-0.132537685	-0.126469462	0.005326359
