Disease	Dimension 1	Dimension 2	Dimension 3	Dimension 4	Dimension 5	Dimension 6	Dimension 7	Dimension 8	Dimension 9	Dimension 10	Dimension 11	Dimension 12	Dimension 13	Dimension 14	Dimension 15	Dimension 16	Dimension 17	Dimension 18	Dimension 19	Dimension 20
Lupus_Erythematosus	-1.528341503	0.948731453	0.788450013	0.620947747	-0.866367975	-0.195872264	-0.079117457	0.480489491	-0.609717971	1.888974947	1.34241393	1.940376702	0.829684685	-1.241906686	-0.672184667	-1.409742344	0.596725747	-1.261645697	-1.058906419	0.004445584
Specified_Childhood_Cerebral_Degeneration	3.503506386	3.408553337	2.399625709	-1.940804033	-2.090968584	0.680608205	0.334484714	1.964100772	3.236461045	0.562252593	1.108949288	0.093186173	-1.421100255	-0.742592495	-0.750865461	0.313102444	-1.002764164	0.099605264	-0.315660352	-0.019878245
Lymphatic_Disorder	-0.241991953	0.264807704	0.290885816	-1.503921803	-0.875025034	0.755484898	0.555088024	0.1715905	-1.810226956	-0.485614757	0.341647904	-0.208954539	-1.978403073	0.490411593	-1.875893798	-1.297030994	-0.189099593	0.722351407	0.260252631	0.007198004
Multiple_Sclerosis_Other_Demyelinating_Disease	0.225684532	-0.940520942	0.904897994	0.700072375	-0.612754989	0.622237854	-1.214775433	1.160730107	-0.133908524	-1.078057094	1.965967948	0.440169994	1.990817236	-2.930705809	0.844928345	-0.273172201	0.428932002	0.121938074	0.121218092	-0.010710489
Myasthenia_Gravis	0.579685928	-3.565471824	1.252053611	0.337279751	-0.511624671	-0.007813221	-0.158810249	-0.910513966	-0.56591703	1.36910164	1.246506839	0.226299343	-0.275205962	-0.612209283	-0.430438633	1.156427994	-0.152824468	-0.846314135	-1.063471148	0.011343777
Nezelofs_Syndrome	-0.06631468	0.231211448	-0.640328274	-0.017573469	0.103113064	0.083896393	0.209556689	0.078257111	0.292836057	-0.181089013	0.106634201	0.21588784	0.142801779	0.175047886	-0.039549345	-0.030996711	0.070794886	-0.038912627	0.058233718	-0.000404896
Non-Specific_Arthritis	-0.65352888	0.438578569	-0.319248041	-0.983549982	0.769545247	0.490534531	0.026694819	0.992789712	1.410982037	-0.259830269	1.198640844	1.850788892	0.828451321	1.810084604	-1.571477831	0.498813971	0.656423235	0.453170983	-0.742269867	-0.004462414
Non-Specific_Humoral_Deficiency	0.788027533	0.037462481	0.649636683	1.801907845	-2.880501247	-0.137273625	1.142045768	-2.311704693	1.099906542	0.105449414	0.558017125	0.50580834	1.000133073	-1.411722397	-0.018826484	-0.362511558	-0.124986114	1.743160444	-0.482499734	0.004167033
Non-Specific_Immune-Related_Skin_Disorder	-1.466188167	1.086486251	-1.666918557	-0.802959724	-1.633424638	0.175721788	-0.481049394	-1.175810939	-1.163992793	0.477966691	0.751667295	-0.509343928	0.393140556	-0.551484463	-0.771614852	-0.872259582	0.287736538	-0.997934349	0.334446945	0.006094808
Osteoarthritis	-0.012736733	0.473438224	-0.541497505	-1.005201098	1.691309916	0.540611132	0.034248868	0.867665231	1.041120356	-0.146784664	0.929087176	1.773574306	1.109053451	1.649614157	-2.405816702	0.748839465	0.318597195	0.715195511	-0.442330242	-0.000484537
Osteomyelitis	-1.817986647	0.502069122	2.031843355	-2.641532996	-0.301223922	0.938946957	-0.044722475	0.426003811	-1.203586683	-1.414143946	0.794084086	0.787885518	-0.528891571	0.007927211	-0.247670881	0.029345323	0.1655825	-0.51200176	-0.275301923	0.001808639
Phlebitis_Thrombophlebitis	-0.84119708	0.638050283	0.78810023	-0.204235479	1.501983502	1.270041551	1.951825369	0.340796572	-1.256540621	-1.049074679	0.40708081	-0.729356089	1.765538913	-0.410667098	-1.272320531	-0.706824781	-0.61934023	0.895439802	-0.549229754	0.004814074
Spinal_Chord_Degeneration	1.03667855	-0.947033153	2.125100382	-0.702271085	-0.195675152	-0.334649986	-0.477319277	1.27157075	0.071402815	1.68468952	1.055228956	0.524229662	2.061231951	-0.413559319	1.684468369	0.6539144	-0.415474106	1.157755239	0.071245131	0.004245929
Pleuritis	-0.577740815	-0.853164787	1.685278668	-1.513641038	1.089867528	-1.345111035	1.718257835	-0.609395194	0.727943173	0.865515122	-0.344044039	-0.308464945	-0.473934679	-0.64699006	-0.203993942	-1.584904922	1.319124989	0.366495212	0.132230151	0.005250875
Polymorphonuclear_Neutrophils_Disorders	-1.174501335	0.684377768	1.056685929	0.099547741	-1.700249685	-1.17795133	0.797828394	-0.24742185	1.343106653	-0.010295926	-0.270014263	0.395401673	0.331902551	0.106207055	-0.606176828	0.15688847	-0.031754429	0.212412064	-0.054721114	0.01031795
Psoriasis_Related_Disorders	-1.666270989	0.857122328	-2.821542525	-0.55369042	-0.709109395	-0.214186613	0.019064144	-1.168331607	0.235700184	-0.090613371	1.292010779	1.267605766	-0.138351925	1.473087251	-0.380564924	0.364795922	1.875414377	0.354787746	1.139489864	-0.010024475
Reactive_Arthritis	-2.553559219	-0.209697441	0.301742196	-0.054086472	-0.230998374	0.07528854	-1.339141132	-2.081327338	-0.585969619	0.524997055	1.694389442	1.31208178	-1.237744466	1.458264058	0.609542499	0.476366615	-0.14771364	0.350949647	-1.158999515	-0.011229301
Rheumatic_Heart_Disease	0.50142803	-0.611558896	-0.353201746	-0.145193846	2.395046225	-0.298656933	-0.109007462	-0.072836303	0.046288185	0.784809775	-0.232304952	-0.580640409	0.224860951	-0.11627981	-0.582619025	-1.743747104	1.790390601	-0.610293879	-0.678766471	-0.005528523
Rheumatoid_Arthritis_Related_Conditions	-1.318210475	-0.515734801	-0.6407427	-0.537203525	-0.342331186	0.473668985	-0.053269165	0.175139074	1.671908371	0.336555293	2.666528039	1.938646967	-0.13303296	0.598992003	-0.997444683	0.126944719	1.669054112	0.306677621	-0.988538772	-0.006884525
Sarcoidosis	-0.203071382	-0.978089333	0.765753699	0.010139066	-1.32183893	-2.404168721	0.113267393	-1.252424103	-0.47851939	-0.685308129	-1.241703984	2.402650563	0.701282554	-1.075613449	-1.341567738	-0.405927889	1.500502825	0.861794135	-0.761528214	0.002138879
Secondary_Arthropathy	-0.933811893	-0.353596325	-1.07177046	-0.737259532	-0.282887884	1.240924625	1.918385736	0.466595088	-1.602993793	-0.031237352	0.736928323	2.706390424	2.208518582	0.641088792	0.890883346	1.368015702	1.701996189	0.044369735	0.179091682	-0.008778654
Secondary_Diabetes_Mellitus	-1.641012793	-0.27504887	1.898418133	0.744163408	-1.976898171	1.754051809	-0.290412914	-0.435385671	-0.069117421	-1.985610928	-1.13959236	0.384951195	-0.054176179	-1.285034578	-1.509463446	1.857228528	0.046974194	-0.173676706	0.312739465	-0.006319564
Spinal_Muscular_Atrophy	1.745143933	-2.855957787	2.219022655	-1.843109319	-0.916648257	-0.112295953	2.521443478	0.121862207	-1.642004298	0.282109564	0.432818968	1.726758995	-1.185081145	-0.450841626	0.671306281	1.45406442	0.006843936	0.369927375	-0.5498765	0.000122437
Septic_Arthritis	-2.852823845	0.401245733	2.987479993	-2.607619731	1.011879582	1.004999115	-1.140259152	-0.95232378	0.058917335	-1.824360817	1.039225237	1.777933687	-0.413281882	2.226480014	-1.748395029	-0.704050308	-0.666994627	0.301123579	-0.939218503	-0.009255111
Severe_Combined_Immunodeficiency	-1.623807941	2.178981095	1.293462767	1.959044335	-2.851306935	-0.827481658	0.738686252	-0.404992006	0.888832558	-0.336071948	0.026464962	0.816840333	0.94631491	-1.270075873	-0.314687127	0.282233904	-0.571765848	1.187245774	0.301279801	-0.004528312
Sjogrens_Syndrome	-0.17412989	-0.843553078	-0.491029772	0.094569736	-2.032785172	0.90679855	-0.761856595	0.38428513	0.06553467	2.508307101	1.68748	1.393019345	-0.732215694	-0.541447706	-0.522050955	-0.740077554	0.456414661	-0.618284527	-1.703331896	-0.009108814
Thymic_Disorders	-0.170794124	-1.044840646	0.178839145	1.185149717	-0.562005979	-0.277058398	0.588847624	0.883813036	-0.494192861	-0.622072565	0.036119274	-0.200875213	-0.481770159	-0.148154807	-0.326852971	0.731238217	0.53626445	0.157824845	0.052506192	0.001173336
Thyroiditis	0.847367038	-0.616959382	-1.515441627	2.313055424	-0.678629562	-0.512514378	0.420597138	1.68692317	-0.659606806	1.331867632	1.688894767	0.017968715	-1.361664204	-0.893780475	-0.220448698	0.817933793	0.890383599	-0.32876424	0.205611174	0.002791543
Type_I_Diabetes_Mellitus	0.149047852	-0.176221114	0.875261863	-0.567843659	0.069726958	1.118572944	-0.446543244	-0.111046877	-0.518446859	-1.199834676	0.433170301	0.403049175	-1.878870944	-1.165275791	-0.014927655	2.631692887	1.519838898	-0.200860501	1.129964139	-0.003190267
Ulcerative_Colitis	-1.724010886	-0.483596483	-1.043686886	0.023133475	0.077755842	0.9441162	0.235882246	-1.532905334	0.931414932	0.277402539	-1.522203195	1.329758312	2.29644701	1.055790935	0.579735234	-2.057182553	-0.771997833	0.251152716	-0.380652543	-0.015121413
Unspecified_Amyloidosis	-1.734040909	-1.351315921	1.26395731	1.610155964	0.39569366	1.486036808	-0.937025106	-2.765048835	-2.300376414	1.832088362	-0.161594349	0.76114779	-0.475632111	1.170274817	-0.381233506	-0.380367548	0.296953361	-0.085176351	0.151608211	-0.004353343
Unspecified_Autoimmune_Disease	-1.250525055	-0.524181828	0.69258963	2.155811163	-2.403175581	0.243401919	0.576798532	-0.776155914	0.370126017	1.531278175	1.440389787	0.166824298	-0.186114135	0.154100682	0.201819231	-0.919445346	0.713531012	-0.156842745	-0.815211719	0.000492715
Unspecified_Hepatitis	-2.053180504	1.10112664	0.355931575	0.180232688	-1.603505839	-2.198762646	-1.558545741	0.617025564	-0.137975196	2.172975641	-1.27433777	1.464873356	-0.481829634	0.340611831	0.189877054	0.80207908	0.084890799	-0.536994279	-0.253706495	-0.005112033
Spinocerebellar_Ataxia	0.39849334	-0.310145273	0.51780907	-1.447186376	-2.018749531	0.622912474	-0.599378189	0.810371257	0.711797972	0.381284144	-0.489152965	-0.788271014	-0.060670048	-0.054524264	-0.711620373	-0.332363059	-0.177034155	0.440111308	0.144870659	0.002555046
Unspecified_Immune_Deficiency	-0.34299539	-0.364975832	1.30460007	2.631505367	-3.16057958	-0.282385437	0.659562084	-2.211776035	1.238997925	-0.418812107	0.834652915	0.93063045	0.009783181	-0.9599546	0.755452258	-0.479973729	0.463917199	1.421610929	0.03939306	0.000654966
Unspecified_Immune_Disorder	-1.715319973	0.703472887	0.311760797	0.494352519	-1.138913072	-0.154084062	-0.246940748	-1.450004208	-1.439507151	-0.21627585	1.179194971	0.029545214	-0.407832287	-1.011458219	-0.00495486	-0.364214584	-1.100962762	0.368067543	0.385079524	0.006835166
Unspecified_White_Blood_Cell_Disease	-1.205259478	0.845736944	1.055133268	0.648088815	-0.562820497	-0.097582588	-0.189521288	0.532210493	1.516880905	0.337090605	-0.058282276	-0.434006555	-0.717098477	0.123358025	0.761880834	-1.566359954	0.680654422	1.264513051	0.2297186	-0.001542381
Upper_Respiratory_Inflammation	0.711493026	0.101319776	-0.59267998	-0.250450651	-0.813001188	-0.455830825	0.821464929	-0.330964467	0.289901208	-0.917936428	0.368168294	0.246170155	-0.689332	0.845681091	0.641390664	-0.927263938	-0.196101859	-0.176624025	0.149928292	0.003517991
Vasculitis	-0.497706797	0.249779923	1.445947252	0.526442577	-0.378925967	0.562777013	-0.86778814	-1.558289704	0.374781584	0.835083775	1.857047427	-0.27693512	0.018878865	-1.147063973	-0.493520789	-0.940315032	-0.108253243	-1.075758008	-1.949743018	0.000379358
Wiskott-Alrich_Syndrome	-0.727012939	1.980273024	-0.22328418	-0.276894545	-0.732037128	0.125996032	-0.32401436	0.190441877	0.236498066	0.281072032	-0.331833039	-0.17006521	0.177657885	0.283374667	-0.080290139	-0.087895305	-0.194589104	0.022463978	0.187282183	0.015519588
Acute_Bronchitis	0.848293884	0.579527802	-0.603517011	-0.551047898	-0.704375637	-0.556042386	1.119615405	-0.38603538	0.921402789	-0.883083392	-0.247031321	0.016409129	-0.105142165	0.302392425	0.009760867	-0.500604807	0.570642217	-0.168602839	0.092330136	0.003857064
Acute_Upper_Respiratory_Infection	0.858225367	0.572531179	-0.591316317	-0.281411337	-0.637637234	-0.252448211	0.797970132	-0.546193696	0.426752535	-0.744820104	0.047486808	0.142474801	-0.665296331	0.711062857	0.536623885	-0.788136438	-0.200893171	-0.334052218	0.30004064	0.00281266
Arthropod-Borne_Diseases	-0.677554373	-0.642263894	0.618639306	1.665292408	-0.450747353	-0.305665517	-2.143024542	0.632366729	1.194135488	0.542466322	2.462012014	0.420043733	-0.200450951	1.4791765	0.816129455	-0.995647585	-0.142348396	0.286883346	-0.421978031	0.004706606
Bone_Infection	-2.620890768	0.153578168	2.455601655	-3.618574121	-0.467998674	0.474988132	-1.060566644	0.140912254	-1.021088893	-1.728251286	-0.331613278	0.976903088	-1.105620106	0.60249809	-0.60925067	-0.094827108	-0.748298969	0.017651145	-0.264473185	-0.004307012
Unspecified_Cerebellar_Disease	1.647878229	-1.803439066	1.309682327	-1.225420936	-1.513399296	1.876176836	-1.704396262	0.327997946	1.489601666	0.933663915	0.420312301	-1.588151907	0.794645651	0.152430727	-0.090144459	-0.214394543	-0.525779748	0.245086209	0.016785681	0.011222281
CNS_Infection	-0.389194464	-0.056520767	4.597702669	-3.813988633	0.271146154	0.022188177	-1.46352059	0.395942421	-0.455667889	-0.605096265	-0.917808329	1.068487679	1.412018133	1.138433598	0.36596974	-0.285762166	-0.741716098	0.832335908	0.059226262	-0.00231555
Carditis	-0.76045655	-0.977006512	1.664145596	-0.679076927	1.59043813	-1.415308364	0.058690452	-0.083211736	-0.407455798	0.770634225	0.157447282	-0.115581468	-0.464815031	0.023264205	-0.102450596	-2.125933324	1.767895081	-0.17960852	-0.711539886	-0.000330407
Cellulitis	-1.28010368	0.895278796	0.333398506	-1.906150763	-0.311666957	1.102485534	-0.176110823	-0.775091031	-1.023841265	-1.599230243	0.42000767	-0.097249011	-0.021835725	0.038864746	-0.627446903	-0.206834757	-0.285004088	-0.412925585	0.373600581	0.0023743
Chronic_Upper_Respiratory_Infection	1.626293137	-1.209063365	-1.645229494	0.258374103	-1.295650397	0.509600005	1.495618183	-1.217385104	0.491872458	-1.212888999	0.458337246	-0.584226101	-0.067759121	0.603151665	0.344323185	-0.684529299	0.380947173	0.749917447	-0.619125597	0.000294536
Connective_Tissue_Infection	-2.35709605	0.286957086	3.156486151	-2.562239004	0.040165853	1.234597713	-0.379990146	-0.549312827	-1.972116101	-1.348432792	-0.836384126	1.65433189	0.014453037	1.246240846	0.195700714	0.116958864	-0.65982101	0.41435913	-0.065998576	0.000275445
Ear_Infection	1.864443387	0.843372541	-0.645366609	-0.303541342	-0.274479916	0.329326278	0.858942505	-1.056619852	0.744574285	-0.784128582	0.247706287	-0.753679042	-1.036967363	0.939578285	0.598078145	-0.900753802	-0.400088595	0.020157899	0.62026171	-0.009887319
Encephalitis	0.138204638	-0.713010036	3.5631715	-0.103986769	-1.310028937	0.223934337	-2.037234549	0.624569311	0.955691983	0.034557363	1.282358871	0.418258862	1.340279682	-0.649248832	1.44406006	-0.189223819	0.124901207	0.251890953	0.295277104	-0.002393752
Escherichia_Coli_Infection	-1.883655122	0.606741742	2.474667265	-0.728323412	1.229990625	1.016402338	0.538177594	0.932612075	1.999698594	-1.040241895	0.552676967	0.480179797	-0.439899417	-1.101428339	1.75237651	0.264764516	0.00096913	-1.16257546	-0.002273855	-0.003723893
Eye_Infection	1.207833544	0.318842467	-1.073901542	-0.385251178	-0.792893905	0.143179558	-0.276795121	-1.235864321	0.559685114	-0.481718881	-0.235104885	0.824268653	-0.650416497	0.150982016	0.780900711	-0.718716558	-0.132148168	-0.570622486	-0.038215419	0.002342217
Fungal_Infection	-0.37249828	0.841262025	-1.343528459	-1.543409522	0.361261317	1.737504177	0.152514923	-0.730197401	-0.39580988	-0.518840157	0.927669597	-0.130874738	-0.166626603	-0.913666763	-0.306775207	0.357600759	-0.170741999	-0.541712013	0.663720735	0.007589411
Unspecified_Childhood_Cerebral_Degeneration	0.925020622	0.503803206	-0.00565702	-0.538691878	-0.292887686	0.105823787	-0.058394551	0.537913562	0.511337988	-0.130516669	-0.298856992	-0.019850748	0.078773983	0.140700332	-0.307235757	-0.166093654	-0.063036608	0.033740353	0.007605923	0.01037595
Gastrointestinal_Infection	-0.243757926	0.386730483	0.412206395	-0.46596497	-0.138696571	0.424740699	0.92211247	-0.794102853	1.382852938	-0.025517682	-0.716793319	0.14367181	-0.482849	0.922290342	0.830592325	-1.310570408	-0.270811363	-0.596899521	0.249483897	0.009887112
General_Bacterial_Infection	-2.058765169	0.191224619	1.731059697	-0.901161563	-0.415542306	0.758818982	0.601154346	-0.328791363	0.096843183	-1.250482278	0.778706403	-0.017278626	-0.675472874	-1.08020201	0.907133281	-0.974789384	0.074641688	-0.599159084	0.195340526	0.006890981
General_Viral_Infection	0.632402613	0.751315216	-0.046163929	-0.322471307	-0.87011716	-0.543956618	0.634503725	-1.028588667	0.526349373	-0.266370691	0.319655918	0.169699688	-1.023202937	0.879676153	0.856616845	-1.206857803	-0.429623659	-0.540322448	0.540943342	-0.005722957
HIV	-1.955846336	-0.433980309	-0.166842091	-0.131522628	-2.174260787	-0.047304284	-1.489340098	-1.339670414	-0.078443776	-1.208766198	-0.973516411	-0.627432805	0.875587179	-0.222075949	2.950225475	0.401133076	1.99743955	-0.032769485	0.963716305	-0.014575869
Herpes_Simplex	-1.012509675	0.833023125	-1.315820616	-0.086688726	-1.141212866	-0.041764851	-0.460374586	0.620838275	-0.097425488	-0.824700412	0.580927204	0.036253133	-0.087079721	-0.006993715	1.479684957	-0.559594846	-0.125466742	-0.529192764	0.218802372	-0.002282642
Herpes_Zoster	-0.041273215	1.041950989	-0.978318413	-1.125303434	-0.673370842	0.160640271	-1.352404954	0.034176967	1.420340999	-0.459725763	0.182216144	-0.000720712	0.257018198	-0.422559969	0.842522941	-0.343272074	0.544518216	-0.004927458	-0.325458578	0.001001335
Infestation	-0.50134768	1.136384865	-0.916185177	-0.847683337	-0.989516443	-0.054184247	0.023467964	-0.360597289	0.367822706	-0.877770822	0.681352902	0.016752717	-0.050516742	0.563334493	0.576193247	-1.106246933	0.568649147	-1.027756682	0.70988631	0.000998065
Influenza	0.490917519	0.550824959	-0.215762912	-0.395845377	-0.626904411	-0.585180781	0.809668767	-0.445837696	0.62863698	-0.867388513	0.190068217	0.353430776	-0.494255238	0.756630472	0.502650644	-0.914087439	0.111665941	-0.422849699	0.232849624	0.002936154
Kidney_Infection	-1.665850305	0.816512716	1.544162559	0.173215534	1.079094409	-0.424567738	1.110399337	1.096273805	1.644186262	-1.122165022	0.833285746	0.963430747	-0.369728004	-1.140028998	2.380337306	-0.142936904	-0.012184069	-1.15213524	-0.26530378	-0.001471535
Unspecified_Encephalopathy	0.832229695	-1.63258333	2.977671377	-0.130616152	0.701312603	-0.32340622	-1.06040943	0.186269955	0.973057101	1.029048411	0.520258672	-0.781158038	0.434065626	-0.222275819	0.260457473	-0.427140538	-0.596304483	-0.784154304	0.534857748	0.010748453
Meningitis	0.844491194	-0.113900019	3.428287025	-0.93877411	-0.96442558	0.242606751	-1.953660594	0.529243797	1.101782568	0.09446812	0.034767744	0.068788689	0.504388459	0.347563649	2.228969772	-1.075539763	1.106840941	0.2661859	0.254982431	0.007079701
Mycobacterial_Disease	-1.282190699	-0.141174798	1.163897476	-2.855387581	-3.815422137	-1.590093107	0.238359364	-1.453282374	1.443707156	0.347418564	-0.132043027	1.135387563	0.958008818	-1.378070238	-0.719688957	0.043599344	0.004330494	0.043861823	-0.199368638	0.003551571
Other_Infectious_Diseases	-1.958251869	0.33334844	1.770559037	-0.119424865	-1.071410494	0.557528341	-0.21684831	-0.572036289	0.199332807	-1.324239133	1.381188443	0.197049803	-0.630250045	-0.018447834	0.341269846	-0.725801958	0.30423746	0.202080762	0.021584991	0.002915311
Other_Viral_Hepatitis	-2.043498678	1.115381106	0.533429043	0.574720293	-1.129000459	-1.747631309	-1.178521369	0.444875262	0.635914563	1.247984673	-0.714468262	0.797860151	-1.068048117	0.791308732	0.836076722	0.770687755	0.828845753	-0.481583173	-0.011427211	-0.012963839
Parasitic_Infection	0.169863162	1.091196941	-0.371038148	-0.956064442	-0.133288038	-0.107913587	0.272556147	-0.104763006	1.228505408	-0.253465091	0.326681801	0.476100253	-0.477005564	0.801633802	1.170724226	-0.65628269	0.561574956	0.132875832	0.348418062	0.000973006
Peritonitis_Retroperitoneal_Infection	-3.572365008	0.19879752	2.366854497	-1.699735115	1.108506692	-0.429684535	1.531581288	-1.10541539	-0.098085598	-1.019408651	-3.295924868	0.521981865	-0.267863334	-0.041865134	0.108529841	-1.032905006	-1.563987591	-0.174014595	0.292855388	-0.00706537
Pneumonia	0.559250855	-0.144074484	1.132309862	-1.224081135	-0.466333893	-1.049674525	1.420787804	-1.526714972	1.744991558	-0.057527326	0.122180424	-0.245910207	-0.214299773	-0.622365119	-0.39163191	-1.285994578	1.090337394	-0.025016537	0.508537881	0.004881575
Poliomyelitis	-0.051330938	-0.690254897	1.45996722	-3.666407883	-1.495153677	-0.021791586	-1.150037226	-0.79442808	0.39667259	0.543460862	-0.153033213	0.413766791	1.235526813	0.256484826	-0.586354484	-0.369027753	-1.530598568	0.104554992	-0.572338826	0.011879716
Prion_Disease	0.100931982	0.111493311	-0.147161836	-0.90676837	-0.432932715	0.109766332	-0.351784837	0.258257558	0.675104076	-0.416005807	-0.120594561	-0.189876568	0.018013264	0.227943205	-0.289660454	-0.1863825	0.006303548	-0.025451002	-0.050531021	0.02426473
Protozoan_Infection	-1.341574013	1.128120873	-0.338167334	-0.492744416	-0.154380974	1.568654999	0.431945243	1.532881124	0.188210952	-1.254315883	-0.289004982	0.612053446	-1.148736308	-0.687707153	2.047928424	-0.259793014	0.606060656	-0.607809962	-0.286971478	-0.002965357
Aneurysm	0.68511136	0.49672856	0.727771482	-1.283311768	2.161983078	-1.780475208	0.175297533	-0.035259359	0.441791397	1.354751622	-0.379999446	-2.086133138	0.932171291	-0.375953352	-0.392163195	0.328023218	0.255395061	-0.618198684	-1.415775902	0.000334268
STI	-2.315390926	0.323932239	-0.052386426	-0.117533927	-0.552517474	1.203502651	-0.237218517	0.533051504	-0.625052605	-1.371131241	1.054433097	0.486266639	-0.725115456	-0.019638601	2.589595326	0.482597921	0.801518838	-1.026637141	0.240203857	0.000969461
Septicemia	-2.329533196	-0.14581758	3.650281214	-1.602475687	0.8540786	0.101959502	0.299276831	-0.787698964	0.910629887	-0.056991318	0.192126929	-0.17535757	-0.41629398	-0.974540796	0.748505403	-1.018085567	0.31497082	-0.410270966	0.290831241	-0.008779322
Skin_Infection	-0.925957375	1.01654981	-0.230253823	-1.662308935	-0.83541166	0.221257078	-0.439807666	-1.397175237	-1.240662467	-1.037195508	0.701667645	-0.396259451	-0.032044449	0.124360475	-0.162838722	-0.688622126	-0.777930976	-0.542617989	0.672962934	0.007557949
Spirochetal_Infection	-0.999241567	1.043572254	-0.009212508	-0.596506082	-1.086624725	-0.587834206	-0.258004095	-0.389868968	1.08271451	-0.730409806	0.288105543	-0.179289436	-0.824120613	-0.116871198	-0.361056691	0.156509703	0.271432828	0.15474183	0.06253062	0.002431949
Staphylococcus_Aureus_Infection	-2.712389291	0.573059955	2.781918218	-2.32293495	-0.913774159	1.038031033	-0.440897497	-0.864528487	-1.206678481	-2.194401875	0.373429591	0.0549601	0.308427245	0.163682928	-0.185178952	-0.805232219	0.271359332	-0.244171366	0.44335297	-0.000945719
Streptococcal_Infection	-0.720217358	0.381518906	2.016547791	-0.893047884	-0.154455861	0.712200332	0.605680759	-1.188754671	-0.154905244	-1.55403278	0.55534045	0.20986593	-1.148565232	0.147734347	1.357883686	-1.357793368	0.533338046	-0.337027039	0.558086966	0.002382032
Tuberculosis	-1.252284646	-0.128380219	0.84821163	-1.00692542	-1.982518088	-1.374132302	0.092716914	-0.48160532	1.07941472	0.320530569	0.576669002	1.41956254	-0.603204363	-0.729434167	-0.021937808	0.259279636	1.086640548	-0.376986132	-0.066074209	0.002758424
UTI	-0.83145244	0.548759938	-0.315274323	0.180795968	0.894294995	0.035002102	0.723308705	0.727399051	1.197736285	-0.58391992	0.742115131	0.570600744	-0.193167884	-1.192499876	1.350163013	-0.218658817	-0.345988278	-0.768445217	-0.222571965	0.004353322
Varicella_Infection	0.630176978	1.506064755	-0.265391387	-1.319795173	-0.504364144	-0.420708083	0.012673462	-0.88797226	1.093979674	-0.977887486	0.306419634	0.549691332	-0.795617869	0.549971133	0.689299258	-0.56587101	1.181011658	0.022685278	0.410604173	-0.006960906
Viral_Hepatitis_A	-1.648001623	1.248595437	-0.249916944	0.272160829	-0.500352651	-1.492974066	-1.223680378	0.958863872	0.367488278	0.663099522	-0.568328677	0.222552435	-1.048267695	1.316613712	0.257414439	0.781209777	0.281372671	-0.235033386	0.183221187	-0.005934644
Arterial_Dissection	1.492404161	-0.295153667	2.486735506	-0.507412352	0.035148641	0.131648542	-1.299696771	1.485294061	-1.801145628	-0.180627389	-1.028440576	-2.800010709	0.467485162	0.582714681	-0.177240245	-0.504512207	0.154431636	-1.093354048	-0.669657204	-0.000320881
Viral_Hepatitis_B	-1.560526382	1.573999851	-0.013053053	0.065796788	-0.202960241	-1.309180384	-2.308583436	0.663493389	-0.166802272	1.839069189	-1.201452954	1.150668122	-1.517821542	0.948294889	2.046656699	1.221467764	0.06855593	-0.241082968	0.394494102	0.00477074
Viral_Hepatitis_C	-1.751861397	1.408918552	0.705946456	-0.937780804	-1.084831745	-2.256144967	-1.767517712	1.043535164	0.33558765	2.02912335	-1.171302264	0.647379978	-0.201219704	1.306771435	0.586922924	1.130585888	0.634998417	-0.279273373	0.643513461	0.002088867
Viral_Warts_HPV	-0.669029195	0.283703412	-2.095297056	-1.338002139	0.162731042	-1.556212336	0.034702449	-0.577788659	-1.269545038	-1.002070034	1.045298488	0.620527696	-0.218730486	0.560027098	0.733656129	-0.095560748	-0.46052004	-0.141943	0.698356014	0.003231247
Acne	-1.088122475	-0.868396807	-1.469070575	0.096678179	-0.939960418	-0.556026512	-0.081960175	-0.020080515	-1.917376851	0.120046843	2.166061186	0.940540942	-0.143638081	0.453840729	0.341556169	-1.629529164	-1.562121295	-0.875170117	0.338537016	0.000628271
Alopecia	-1.102093793	0.45880608	-2.259449066	1.454377319	-1.087138775	0.773434738	-1.224126651	0.670262162	-1.032772172	0.857264004	1.294831432	0.294486355	-0.602184932	0.110274062	-0.201188811	-0.859225131	-0.517347645	-0.763218602	0.276458193	0.001415659
Carbuncle_Furuncle	-1.405571739	0.945202215	-0.199863899	-1.39115269	-1.135896894	0.62234541	-0.590127501	-0.510406919	-1.07254774	-2.207825738	-0.070719034	-0.235537428	0.081014585	0.369206584	0.221860654	-0.622054893	-0.096118045	-0.480089791	0.326489735	0.005911434
Chronic_Pruritus	-1.171352744	1.307549885	-2.233751823	-0.099952194	-1.091540473	0.655964639	-0.233549557	-0.839968976	-0.214969476	0.090713708	0.597000858	-0.278495263	0.608784018	-0.260178364	0.297985038	-0.872332713	-0.016771315	-0.832154239	0.40320188	-0.000792997
Congenital_Ectodermal_Dysplasia	0.224694699	1.057219247	-0.495928485	-0.734417698	-0.767914136	-0.43257663	-0.096982954	0.220499532	-0.760086917	-0.229627525	-0.129762156	-0.121903729	-0.026323864	-0.248429263	-0.074298754	0.282009945	0.2741572	-0.119639833	0.026096206	0.005486768
Congenital_Hair_Anomaly	-0.757821181	0.797744487	-1.182677228	-1.900808641	-0.680490227	0.982555818	0.39904788	0.154116032	-0.910689304	-0.646475725	0.552928508	-0.144560117	-0.2357747	-1.004729821	0.357779618	0.191655853	-0.033482815	-0.080332345	0.118557902	-0.001109827
